Time,Ca[*],Cb[*],Fa0[*],dCadt[*],dCbdt[*]
0,0,0,,,
1,0.42938964417934233,0.19403636586507,16.55520632526792,0.42938964417934233,0.19403636586507
2,0.48944375582750294,0.34451851628530006,12.680025482607507,0.0600541116481606,0.15048215042023005
3,0.49839573511639645,0.42647987908645657,12.101708536497966,0.008951979288893519,0.0819613628011565
4,0.49975009568457923,0.46612585332704576,12.01508426497763,0.0013543605681827619,0.03964597424058917
5,0.4999584726708766,0.48453212770574194,12.002174047363262,0.00020837698629739654,0.018406274378696175
6,0.49999197030579856,0.4929583937645828,12.00028452280751,3.3497634921924506e-05,0.008426266058840833
7,0.4999979906281256,0.49679763289321355,12.000023956500291,6.020322327028851e-06,0.003839239128630785
8,0.4999993427204399,0.4985441222181038,11.999995492433328,1.3520923142688542e-06,0.0017464893248902743
9,0.4999997491104211,0.49933818938019403,11.999996085101802,4.0638998121785794e-07,0.0007940671620901877
10,0.4999999025228596,0.499699160405388,11.99999838934634,1.5341243845298062e-07,0.0003609710251939771
11,0.49999996754707426,0.499863242873257,11.999999742743869,6.502421463667174e-08,0.00016408246786901525
12,0.49999999639539067,0.49993782652408336,12.000000403945076,2.8848316395734464e-08,7.458365082634697e-05
13,0.5000000094017618,0.4999717282898221,12.000000711412003,1.3006371191249061e-08,3.39017657387649e-05
14,0.5000000152977316,0.4999871381989405,12.00000085221054,5.895969860592266e-09,1.5409909118371202e-05
15,0.5000000179753088,0.4999941427052398,12.000000916366403,2.6775772424950194e-09,7.004506299323409e-06
16,0.500000019192027,0.4999973265719728,12.000000945551692,1.2167181017718518e-09,3.1838667330739583e-06
17,0.5000000197450261,0.4999987737841174,12.00000095882127,5.529991762792116e-10,1.4472121445349558e-06
18,0.5000000199963812,0.49999943160779897,12.000000964853438,2.5135517831505613e-10,6.578236815851173e-07
19,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
20,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
21,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
22,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
23,0.5000000199963812,0.49999943160779897,12.000000967595405,2.5135517831505613e-10,6.578236815851173e-07
24,0.5000000199963812,0.49999943160779897,12.000000967595405,2.5135517831505613e-10,6.578236815851173e-07
25,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
26,0.5000000199963812,0.49999943160779897,12.000000967595408,2.5135517831505613e-10,6.578236815851173e-07
27,0.5000000199963812,0.49999943160779897,12.000000967595408,2.5135517831505613e-10,6.578236815851173e-07
28,0.5000000199963812,0.49999943160779897,12.000000967595408,2.5135517831505613e-10,6.578236815851173e-07
29,0.5000000199963812,0.49999943160779897,12.000000967595414,2.5135517831505613e-10,6.578236815851173e-07
30,0.5000000199963812,0.49999943160779897,12.000000967595405,2.5135517831505613e-10,6.578236815851173e-07
31,0.5000000199963812,0.49999943160779897,12.000000967595403,2.5135517831505613e-10,6.578236815851173e-07
32,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
33,0.5000000199963812,0.49999943160779897,12.000000967595405,2.5135517831505613e-10,6.578236815851173e-07
34,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
35,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
36,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
37,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
38,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
39,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
40,0.5000000199963812,0.49999943160779897,12.00000096759541,2.5135517831505613e-10,6.578236815851173e-07
41,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
42,0.5000000199963812,0.49999943160779897,12.000000967595405,2.5135517831505613e-10,6.578236815851173e-07
43,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
44,0.5000000199963812,0.49999943160779897,12.000000967595406,2.5135517831505613e-10,6.578236815851173e-07
45,0.5000000199963812,0.49999943160779897,12.000000967595408,2.5135517831505613e-10,6.578236815851173e-07
