Time,Ca[*],Cb[*],Fa0[*],dCadt[*],dCbdt[*]
0,0,0,,,
1,0.4294246748948045,0.1940348997113857,16.557573438605882,0.4294246748948045,0.1940348997113857
2,0.48945581773404173,0.34452222853682213,12.680158673962678,0.06003114283923722,0.1504873288254364
3,0.49840151321632886,0.42648175588956827,12.101860897432887,0.008945695482287123,0.08195952735274616
4,0.4997548929488663,0.4661248597248679,12.015294958392035,0.0013533797325374734,0.03964310383529962
5,0.4999632952852081,0.4845291973729322,12.002406043790522,0.00020840233634179806,0.018404337648064293
6,0.49999690524894197,0.4929543955518998,12.00052364798277,3.360996373387513e-05,0.008425198178967579
7,0.5000029991790228,0.4967930853546059,12.00026584078932,6.0939300808139445e-06,0.0038386898027061318
8,0.5000043955098111,0.49853929509327105,12.000238913186989,1.3963307883205155e-06,0.0017462097386651107
9,0.5000048166337524,0.49933323175941974,12.000239623207298,4.2112394131221614e-07,0.0007939366661486851
10,0.5000050396195899,0.49969407665580207,12.00024636394022,2.2298583749100951e-07,0.00036084489638233184
11,0.5000052146413623,0.49985802160706333,12.000253805867848,1.7502177245176704e-07,0.0001639449512612739
12,0.5000072061593526,0.49993062958896417,12.000385731568018,1.9915179903899203e-06,7.260798190086708e-05
13,0.50001184535035,0.4999598990210486,12.000661376305217,4.6391909974246285e-06,2.9269432084466473e-05
14,0.5000145846392782,0.49997257233384945,12.000754870482941,2.739288928089461e-06,1.2673312800863596e-05
15,0.5000159235285258,0.4999782389419077,12.000791132349422,1.3388892474890104e-06,5.666608058212338e-06
16,0.5000165460476901,0.4999808006270707,12.000806687367387,6.225191643385865e-07,2.5616851629987875e-06
17,0.5000168310824487,0.49998196290522595,12.000813620040923,2.8503475858554674e-07,1.162278155275277e-06
18,0.5000169609509191,0.499982490882011,12.000816750719263,1.298684704172115e-07,5.279767850437097e-07
19,0.5000170200269506,0.49998273081546557,12.000818170664827,5.9076031459063944e-08,2.39933454528022e-07
20,0.5000170468858511,0.4999828398649167,12.000818815615375,2.685890047412111e-08,1.090494511162227e-07
21,0.500017059095086,0.4999828894299069,12.000819108695328,1.2209234842521525e-08,4.9564990139992415e-08
22,0.5000170646447203,0.49998291195842043,12.000819241899404,5.549634340196229e-09,2.2528513538189322e-08
23,0.500017067167191,0.49998292219826906,12.000819302440922,2.522470712991322e-09,1.0239848605087178e-08
24,0.5000170683137443,0.4999829268525539,12.000819329959953,1.1465533414102022e-09,4.654284891034161e-09
25,0.5000170683137443,0.4999829268525539,12.000819342468448,1.1465533414102022e-09,4.654284891034161e-09
