0 2.526364995806411 4 3 25 107.89999999999999
1 1.9654641527303665 3 2 8 22.84400000000003
2 1.018009820744829 2 1 7 23.092000000000247
3 0.5537189155122797 1 0 6 18.140000000000022
4 0.3022364985141891 0 0 5 11.127999999999927
5 0.19078772644614098 0 0 5 14.408000000000145
6 0.15666621932450334 0 0 5 11.87999999999933
7 0.12406078443355288 0 0 5 13.17600000000008
8 0.10527873157969324 0 0 5 11.23199999999976
9 0.0926697375257592 0 0 5 9.28399999999997
10 0.11348176883189762 0 0 5 10.979999999999977
11 0.11845316385946811 0 0 5 8.564000000000624
12 0.13494933293906164 0 0 5 9.54800000000019
13 0.10942658235613227 0 0 5 11.448000000000015
14 0.10078327685219325 0 0 5 9.507999999999694
15 0.14791200141675512 0 0 5 11.240000000000293
16 0.1028715942085562 0 0 5 9.116000000000213
17 0.07852943135482245 0 0 5 10.740000000000197
18 0.09184269536716265 0 0 5 10.599999999999774
19 0.07536719543957728 0 0 5 9.964000000000073
20 0.08385771996321041 0 0 5 12.700000000000045
21 0.061965987830603406 0 0 5 10.027999999999942
22 0.08985762891264346 0 0 5 11.604000000000397
23 0.09437015067182919 0 0 5 12.059999999999281
24 0.09208292173026153 0 0 5 11.744000000000007
