Time,Ca[*],Cb[*],Fa0[*],dCadt[*],dCbdt[*]
0,0,0,,,
0.155051,0.23388033584785128,0.027759263082933402,19.999998449777227,1.2515828065212613,0.2251378811548589
0.644949,0.5551163190658275,0.17415312784711703,19.999998449777227,0.22362771002247092,0.3178333541823733
1,0.5960123473212273,0.2676239956561742,19.999998449777227,0.09276042594498664,0.17996686696080574
1.155051,0.5756119734527593,0.3137953379028574,13.635580279275258,-0.11205666758850064,0.26285621601963916
1.644949,0.5435992583888467,0.4000006217700289,13.635580279275258,-0.029990214890651318,0.10689505107609124
2,0.537009183715956,0.4280890519782616,13.635580279275258,-0.01309617605832028,0.06068675696630452
2.155051,0.5277655777796104,0.44336586633775743,12.329529213169879,-0.051075882912463344,0.08666945322215713
2.644949,0.5128323008767787,0.47144541823093694,12.329529213169879,-0.014743923246883294,0.034128755402791394
3,0.5094926114754098,0.4803316304464381,12.329529213169879,-0.006618616161531588,0.019164846810603972
3.155051,0.5071855328330191,0.48436728357137454,12.090973930565948,-0.012761951887451682,0.02297541955156955
3.644949,0.5034382845354153,0.4919059326981002,12.090973930565948,-0.0037344657825583993,0.009363760588152602
4,0.5025878219603215,0.4943739080801168,12.090973930565948,-0.0016856186100075365,0.005359182897515809
4.155051,0.5019889087333562,0.495486581789584,12.029305601903244,-0.003313929481648558,0.006350739081093987
4.644949,0.5010147730500156,0.4975895063673788,12.029305601903244,-0.000973149078377668,0.002652104020680602
5,0.5007928481934709,0.4982943861870968,12.029305601903244,-0.00043987905852061306,0.001537872716426744
5.155051,0.5006265211320406,0.4986148561644723,12.01167959299922,-0.0009204028181191573,0.0018316361027453506
5.644949,0.5003558813513564,0.4992243302459849,12.01167959299922,-0.00027055124822839395,0.0007747876271876732
6,0.5002941583113648,0.4994311431817396,12.01167959299922,-0.00012234386224977778,0.0004523029072004475
6.155051,0.5002459232151653,0.4995257498585819,12.006469002602048,-0.00026692467408615786,0.0005410646903373721
6.644949,0.50016742802076,0.49970619295938473,12.006469002602048,-7.84854289517689e-05,0.00023022200739884833
7,0.5001495204206096,0.49976776554341973,12.006469002602048,-3.5495604159708466e-05,0.00013480595505576336
7.155051,0.5001352264613561,0.4997960207534903,12.00491018069116,-7.910087133256312e-05,0.00016163797237677568
7.644949,0.5001119644223895,0.4998499779222445,12.00491018069116,-2.326055573100399e-05,6.894842916680492e-05
8,0.5001066570009948,0.4998684332297941,12.00491018069116,-1.0520138343909378e-05,4.042409254424942e-05
8.155051,0.5001023803598578,0.4998769142285692,12.004441838477211,-2.3666415500283634e-05,4.852210639716913e-05
8.644949,0.5000954204654493,0.49989311792051094,12.004441838477211,-6.959577447189798e-06,2.071860535871996e-05
9,0.5000938324639701,0.49989866547662454,12.004441838477211,-3.1476685326278337e-06,1.2153472112633811e-05
9.155051,0.5000925478158419,0.4999012163351694,12.004300909395019,-7.109092246692536e-06,1.4594793015145836e-05
9.644949,0.5000904571461897,0.4999060909350612,12.004300909395019,-2.0905859032794905e-06,6.234373041094812e-06
10,0.5000899801252798,0.49990776045245827,12.004300909395019,-9.45530557139665e-07,3.6578090285093574e-06
10.155051,0.5000895936155909,0.49990852831009386,12.004258478618118,-2.138899762010609e-06,4.393388714023926e-06
10.644949,0.5000889645991038,0.49990999577121276,12.004258478618118,-6.289923274187708e-07,1.8769906714753783e-06
11,0.5000888210782003,0.4999104984405727,12.004258478618118,-2.8448104098045803e-07,1.1013482946935434e-06
11.155051,0.5000887047180933,0.49991072965299216,12.004245701228607,-6.439233666732177e-07,1.3229182131307298e-06
11.644949,0.5000885153504032,0.4999111715389913,12.004245701228607,-1.89360510483788e-07,5.652261743977582e-07
12,0.5000884721428817,0.4999113229130045,12.004245701228607,-8.56441141413607e-08,3.316640638284915e-07
12.155051,0.5000884371030563,0.49991139254349576,12.004241853094248,-1.9390634274863158e-07,3.984027416367794e-07
12.644949,0.50008838007826,0.4999115256205466,12.004241853094248,-5.7022642489397074e-08,1.7022407560720611e-07
13,0.5000883670670607,0.4999115712088167,12.004241853094248,-2.5790245080591e-08,9.98853745780146e-08
13.155051,0.5000883670670607,0.4999115712088167,12.004240693925306,-1.9390634274863158e-07,3.984027416367794e-07
13.644949,0.5000883670670607,0.4999115712088167,12.004240693925306,-5.7022642489397074e-08,1.7022407560720611e-07
14,0.5000883670670607,0.4999115712088167,12.004240693925306,-2.5790245080591e-08,9.98853745780146e-08
14.155051,0.5000883670670607,0.4999115712088167,12.00424069392531,-1.9390634274863158e-07,3.984027416367794e-07
14.644949,0.5000883670670607,0.4999115712088167,12.00424069392531,-5.7022642489397074e-08,1.7022407560720611e-07
15,0.5000883670670607,0.4999115712088167,12.00424069392531,-2.5790245080591e-08,9.98853745780146e-08
15.155051,0.5000883670670607,0.4999115712088167,12.004240693925379,-1.9390634274863158e-07,3.984027416367794e-07
15.644949,0.5000883670670607,0.4999115712088167,12.004240693925379,-5.7022642489397074e-08,1.7022407560720611e-07
16,0.5000883670670607,0.4999115712088167,12.004240693925379,-2.5790245080591e-08,9.98853745780146e-08
16.155051,0.5000883670670607,0.4999115712088167,12.004240693925281,-1.9390634274863158e-07,3.984027416367794e-07
16.644949,0.5000883670670607,0.4999115712088167,12.004240693925281,-5.7022642489397074e-08,1.7022407560720611e-07
